timestamp,pos0,pos1,pos2,pos3,pos4,pos5,vel0,vel1,vel2,vel3,vel4,vel5,effort0,effort1,effort2,effort3,effort4,effort5
0.003322,-0.002071,-0.004644,-0.002214,0.002411,-0.001129,-0.002912,0.020945,-0.007439,0.007806,-0.117475,-0.067085,-0.046198
0.013306,-0.002072,-0.004644,-0.002214,0.002410,-0.001130,-0.002913,-0.001951,0.000000,0.025562,-0.035629,-0.042623,-0.051357
0.023334,-0.002072,-0.004644,-0.002214,0.002410,-0.001130,-0.002913,-0.001951,0.000000,0.025562,-0.035629,-0.042623,-0.051357
0.033296,-0.002072,-0.004644,-0.002214,0.002410,-0.001130,-0.002913,-0.001951,0.000000,0.025562,-0.035629,-0.042623,-0.051357
0.043339,-0.002072,-0.004644,-0.002214,0.002410,-0.001130,-0.002913,-0.001951,0.000000,0.025562,-0.035629,-0.042623,-0.051357
0.053306,-0.002072,-0.004644,-0.002214,0.002410,-0.001130,-0.002913,-0.001951,0.000000,0.025562,-0.035629,-0.042623,-0.051357
0.063296,-0.002072,-0.004644,-0.002214,0.002410,-0.001130,-0.002913,-0.001951,0.000000,0.025562,-0.035629,-0.042623,-0.051357
0.073325,-0.002072,-0.004644,-0.002214,0.002410,-0.001130,-0.002913,-0.001951,0.000000,0.025562,-0.035629,-0.042623,-0.051357
0.083292,-0.002071,-0.004644,-0.002214,0.002411,-0.001129,-0.002914,-0.043821,-0.041000,0.074581,0.043377,-0.049618,-0.069944
0.093338,-0.002071,-0.004644,-0.002214,0.002411,-0.001129,-0.002914,-0.043821,-0.041000,0.074581,0.043377,-0.049618,-0.069944
0.103293,-0.002071,-0.004644,-0.002214,0.002411,-0.001129,-0.002914,-0.043821,-0.041000,0.074581,0.043377,-0.049618,-0.069944
0.113298,-0.002071,-0.004644,-0.002214,0.002411,-0.001129,-0.002914,-0.043821,-0.041000,0.074581,0.043377,-0.049618,-0.069944
0.123303,-0.002071,-0.004644,-0.002214,0.002411,-0.001129,-0.002914,-0.043821,-0.041000,0.074581,0.043377,-0.049618,-0.069944
0.133293,-0.002071,-0.004644,-0.002214,0.002411,-0.001129,-0.002914,-0.043821,-0.041000,0.074581,0.043377,-0.049618,-0.069944
0.143331,-0.002071,-0.004644,-0.002214,0.002411,-0.001129,-0.002914,-0.043821,-0.041000,0.074581,0.043377,-0.049618,-0.069944
0.153311,-0.002072,-0.004644,-0.002215,0.002412,-0.001128,-0.002914,-0.043821,0.000000,-0.105902,-0.066370,0.102946,-0.228439
0.163320,-0.002072,-0.004644,-0.002215,0.002412,-0.001128,-0.002914,-0.043821,0.000000,-0.105902,-0.066370,0.102946,-0.228439
